"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
agitated,questionnaire_mood_disorders_custom_affect_scale,,radio,"Agitated (restless, fidgety, pacing, cannot sit still)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,y,,,custom_affect_scale,,
irritated,questionnaire_mood_disorders_custom_affect_scale,,radio,"Irritated or angry (towards something or someone)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,y,,,custom_affect_scale,,
lonely,questionnaire_mood_disorders_custom_affect_scale,,radio,"Lonely or isolated","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,y,,,custom_affect_scale,,
concentrated,questionnaire_mood_disorders_custom_affect_scale,,radio,"Concentrated (not distracted or inattentive)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,y,,,custom_affect_scale,,
relaxed,questionnaire_mood_disorders_custom_affect_scale,,radio,"Relaxed or calm","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,y,,,custom_affect_scale,,
worried,questionnaire_mood_disorders_custom_affect_scale,,radio,"Worried or anxious","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,y,,,custom_affect_scale,,
desire_to_escape,questionnaire_mood_disorders_custom_affect_scale,,radio,"Desire to escape (your thoughts and/or feelings)","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,,y,,,custom_affect_scale,,
dsm_5_session_id,questionnaire_mood_disorders_dsm5_adult,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
dsm_5_started_at,questionnaire_mood_disorders_dsm5_adult,,text,"Questionnaire Started At",,,,,,,,y,,,,," @READONLY"
dsm_5_completed_at,questionnaire_mood_disorders_dsm5_adult,,text,"Questionnaire Completed At",,,,,,,,y,,,,," @READONLY"
dsm_5_duration,questionnaire_mood_disorders_dsm5_adult,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
little_interest,questionnaire_mood_disorders_dsm5_adult,"During the past TWO (2) WEEKS, how much (or how often) have you been bothered by the following problems?

0=None (Not at all), 1=Slight (Rare, less than a day or two), 2=Mild (Several days), 3=Moderate (More than half the days), 4=Severe (Nearly every day)",radio,"Little interest or pleasure in doing things?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
feeling_down,questionnaire_mood_disorders_dsm5_adult,,radio,"Feeling down, depressed, or hopeless?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
feeling_more_irritated,questionnaire_mood_disorders_dsm5_adult,,radio,"Feeling more irritated, grouchy, or angry than usual?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
sleeping_less,questionnaire_mood_disorders_dsm5_adult,,radio,"Sleeping less than usual, but still have a lot of energy?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
starting_more_projects,questionnaire_mood_disorders_dsm5_adult,,radio,"Starting lots more projects than usual or doing more risky things than usual?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
feeling_nervous,questionnaire_mood_disorders_dsm5_adult,,radio,"Feeling nervous, anxious, frightened, worried, or on edge?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
feeling_panic,questionnaire_mood_disorders_dsm5_adult,,radio,"Feeling panic or being frightened?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
avoiding_situations,questionnaire_mood_disorders_dsm5_adult,,radio,"Avoiding situations that make you anxious?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
unexplained_aches,questionnaire_mood_disorders_dsm5_adult,,radio,"Unexplained aches and pains (e.g., head, back, joints, abdomen, legs)?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
illness_not_taken_serious,questionnaire_mood_disorders_dsm5_adult,,radio,"Feeling that your illnesses are not being taken seriously enough?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
self_harm,questionnaire_mood_disorders_dsm5_adult,,radio,"Thoughts of actually hurting yourself?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
hearing_things,questionnaire_mood_disorders_dsm5_adult,,radio,"Hearing things other people couldn't hear, such as voices even when no one was around?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
someone_hear_thoughts,questionnaire_mood_disorders_dsm5_adult,,radio,"Feeling that someone could hear your thoughts, or that you could hear what another person was thinking?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
sleep_quality,questionnaire_mood_disorders_dsm5_adult,,radio,"Problems with sleep that affected your sleep quality over all?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
memory_issues,questionnaire_mood_disorders_dsm5_adult,,radio,"Problems with memory (e.g., learning new information) or with location (e.g., finding your way home)?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
unpleasant_thoughts,questionnaire_mood_disorders_dsm5_adult,,radio,"Unpleasant thoughts, urges, or images that repeatedly enter your mind?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
repeat_acts,questionnaire_mood_disorders_dsm5_adult,,radio,"Feeling driven to perform certain behaviors or mental acts over and over again?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
feeling_detached,questionnaire_mood_disorders_dsm5_adult,,radio,"Feeling detached or distant from yourself, your body, your physical surroundings, or your memories?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
no_purpose,questionnaire_mood_disorders_dsm5_adult,,radio,"Not knowing who you really are or what you want out of life?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
isolated,questionnaire_mood_disorders_dsm5_adult,,radio,"Not feeling close to other people or enjoying your relationships with them?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
drinking_more,questionnaire_mood_disorders_dsm5_adult,,radio,"Drinking at least 4 drinks of any kind of alcohol in a single day?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
smoking_more,questionnaire_mood_disorders_dsm5_adult,,radio,"Smoking any cigarettes, a cigar, or pipe, or using snuff or chewing tobacco?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
medication_use,questionnaire_mood_disorders_dsm5_adult,,radio,"Using any of the following medicines ON YOUR OWN, that is, without a doctor's prescription, in greater amounts or longer than prescribed [e.g., painkillers (like Vicodin), stimulants (like Ritalin or Adderall), sedatives or tranquilizers (like sleeping pills or Valium), or drugs like marijuana, cocaine or crack, club drugs (like ecstasy), hallucinogens (like LSD), heroin, inhalants or solvents (like glue), or methamphetamine (like speed)]?","0, 0=None (Not at all) | 1, 1=Slight (Rare, less than a day or two) | 2, 2=Mild (Several days) | 3, 3=Moderate (More than half the days) | 4, 4=Severe (Nearly every day)",,,,,,,y,,,dsm_5_adult,,
q1_happy,questionnaire_mood_disorders_dsm5_adult,"DSM-5 Adult (ASRM)

Choose the one statement in each group that best describes the way you (the individual receiving care) have been feeling for the past week.

Please note: The word ""occasionally"" when used here means once or twice; ""often"" means several times or more and ""frequently"" means most of the time.",radio,"Question 1","0, I do not feel happier or more cheerful than usual. | 1, I occasionally feel happier or more cheerful than usual. | 2, I often feel happier or more cheerful than usual. | 3, I feel happier or more cheerful than usual most of the time. | 4, I feel happier or more cheerful than usual all of the time.",,,,,,"[sleeping_less] >= 2 or [starting_more_projects] >= 2",,,,,,
q2_self_confident,questionnaire_mood_disorders_dsm5_adult,,radio,"Question 2","0, I do not feel more self-confident than usual. | 1, I occasionally feel more self-confident than usual. | 2, I often feel more self-confident than usual. | 3, I frequently feel more self-confident than usual. | 4, I feel extremely self-confident all of the time.",,,,,,"[sleeping_less] >= 2 or [starting_more_projects] >= 2",,,,,,
q3_sleep,questionnaire_mood_disorders_dsm5_adult,,radio,"Question 3","0, I do not need less sleep than usual. | 1, I occasionally need less sleep than usual. | 2, I often need less sleep than usual. | 3, I frequently need less sleep than usual. | 4, I can go all day and all night without any sleep and still not feel tired.",,,,,,"[sleeping_less] >= 2 or [starting_more_projects] >= 2",,,,,,
q4_talk,questionnaire_mood_disorders_dsm5_adult,,radio,"Question 4","0, I do not talk more than usual. | 1, I occasionally talk more than usual. | 2, I often talk more than usual. | 3, I frequently talk more than usual. | 4, I talk constantly and cannot be interrupted.",,,,,,"[sleeping_less] >= 2 or [starting_more_projects] >= 2",,,,,,
q5_active,questionnaire_mood_disorders_dsm5_adult,,radio,"Question 5","0, I have not been more active (either socially, sexually, at work, home, or school) than usual. | 1, I have occasionally been more active than usual. | 2, I have often been more active than usual. | 3, I have frequently been more active than usual. | 4, I am constantly more active or on the go all the time.",,,,,,"[sleeping_less] >= 2 or [starting_more_projects] >= 2",,,,,,
social_phobia_1,questionnaire_mood_disorders_dsm5_adult,"DSM-5 Adult (Social Phobia)

The following questions ask about thoughts, feelings, and behaviors that you may have had about social situations. Usual social situations include: public speaking, speaking in meetings, attending social events or parties, introducing yourself to others, having conversations, giving and receiving compliments, making requests of others, and eating and writing in public.

During the PAST 7 DAYS, I have... ",radio,"felt moments of sudden terror, fear, or fright in social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_2,questionnaire_mood_disorders_dsm5_adult,,radio,"felt anxious, worried, or nervous about social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_3,questionnaire_mood_disorders_dsm5_adult,,radio,"had thoughts of being rejected, humiliated, embarrassed, ridiculed, or offending others","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_4,questionnaire_mood_disorders_dsm5_adult,,radio,"felt a racing heart, sweaty, trouble breathing, faint, or shaky in social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_5,questionnaire_mood_disorders_dsm5_adult,,radio,"felt tense muscles, felt on edge or restless, or had trouble relaxing in social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_6,questionnaire_mood_disorders_dsm5_adult,,radio,"avoided, or did not approach or enter, social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_7,questionnaire_mood_disorders_dsm5_adult,,radio,"left social situations early or participated only minimally (e.g., said little, avoided eye contact)","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_8,questionnaire_mood_disorders_dsm5_adult,,radio,"spent a lot of time preparing what to say or how to act in social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_9,questionnaire_mood_disorders_dsm5_adult,,radio,"distracted myself to avoid thinking about social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_10,questionnaire_mood_disorders_dsm5_adult,,radio,"needed help to cope with social situations (e.g., alcohol or medications, superstitious objects)","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
ptsd_session_id,questionnaire_mood_disorders_ptsd_adult,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
ptsd_started_at,questionnaire_mood_disorders_ptsd_adult,,text,"Questionnaire Started At",,,,,,,,y,,,,," @READONLY"
ptsd_completed_at,questionnaire_mood_disorders_ptsd_adult,,text,"Questionnaire Completed At",,,,,,,,y,,,,," @READONLY"
ptsd_duration,questionnaire_mood_disorders_ptsd_adult,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
traumatic_event,questionnaire_mood_disorders_ptsd_adult,"Severity of Posttraumatic Stress Symptoms - Adult",notes,"Please list the traumatic event that you experienced",,,,,,,,,,,,,
traumatic_event_date,questionnaire_mood_disorders_ptsd_adult,,text,"Date of the traumatic event:",,,date_ymd,,,,,,,,,,
flashbacks,questionnaire_mood_disorders_ptsd_adult,"People sometimes have problems after extremely stressful events or experiences. How much have you been bothered during the PAST SEVEN (7) DAYS by each of the following problems that occurred or became worse after an extremely stressful event/experience?

0=Not at all, 1=A little bit, 2=Moderately, 3=Quite a bit, 4=Extremely""",radio,"Having ""flashbacks"", that is, you suddenly acted or felt as if a stressful experience from the past was happening all over again (for example, you reexperienced parts of a stressful experience by seeing, hearing, smelling, or physically feeling parts of the experience)?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
emotionally_upset,questionnaire_mood_disorders_ptsd_adult,,radio,"Feeling very emotionally upset when something reminded you of a stressful experience?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
avoiding_reminders,questionnaire_mood_disorders_ptsd_adult,,radio,"Trying to avoid thoughts, feelings, or physical sensations that reminded you of a stressful experience?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
thinking_stressful_event,questionnaire_mood_disorders_ptsd_adult,,radio,"Thinking that a stressful event happened because you or someone else (who didn't directly harm you) did something wrong or didn't do everything possible to prevent it, or because of something about you?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
neg_emotional_state,questionnaire_mood_disorders_ptsd_adult,,radio,"Having a very negative emotional state (for example, you were experiencing lots of fear, anger, guilt, shame, or horror) after a stressful experience?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
losing_interest,questionnaire_mood_disorders_ptsd_adult,,radio,"Losing interest in activities you used to enjoy before having a stressful experience?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
super_alert,questionnaire_mood_disorders_ptsd_adult,,radio,"Being ""super alert"", on guard, or constantly on the lookout for danger?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
feeling_jumpy,questionnaire_mood_disorders_ptsd_adult,,radio,"Feeling jumpy or easily startled when you hear an unexpected noise?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
irritable,questionnaire_mood_disorders_ptsd_adult,,radio,"Being extremely irritable or angry to the point where you yelled at other people, got into fights, or destroyed things?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
adhd_session_id,questionnaire_mood_disorders_adhd_adult,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
adhd_started_at,questionnaire_mood_disorders_adhd_adult,,text,"Questionnaire Started At",,,,,,,,y,,,,," @READONLY"
adhd_completed_at,questionnaire_mood_disorders_adhd_adult,,text,"Questionnaire Completed At",,,,,,,,y,,,,," @READONLY"
adhd_duration,questionnaire_mood_disorders_adhd_adult,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
wrapping_up,questionnaire_mood_disorders_adhd_adult,"Please answer the questions below, rating yourself on each of the criteria shown using the scale on the right side of the page. As you answer each question, select the box that best describes how you have felt and conducted yourself over the past 6 months.",radio,"How often do you have trouble wrapping up the final details of a project, once the challenging parts have been done?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
things_in_order,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty getting things in order when you have to do a task that requires organization?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
remembering_appt,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have problems remembering appointments or obligations?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
avoidance,questionnaire_mood_disorders_adhd_adult,,radio,"When you have a task that requires a lot of thought, how often do you avoid or delay getting started?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
fidget,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you fidget or squirm with your hands or feet when you have to sit down for a long time?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
overly_active,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you feel overly active and compelled to do things, like you were driven by a motor?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
careless,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you make careless mistakes when you have to work on a boring or difficult project?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
difficulty_attention,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty keeping your attention when you are doing boring or repetitive work?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
difficulty_concentrating,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty concentrating on what people say to you, even when they are speaking to you directly?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
misplace,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you misplace or have difficulty finding things at home or at work?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
distracted,questionnaire_mood_disorders_adhd_adult,,radio,"How often are you distracted by activity or noise around you?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
remain_seated,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you leave your seat in meetings or other situations in which you are expected to remain seated?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
restless,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you feel restless or fidgety?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
difficulty_unwinding,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty unwinding and relaxing when you have time to yourself?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
talking_too_much,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you find yourself talking too much when you are in social situations?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
finish_other_sent,questionnaire_mood_disorders_adhd_adult,,radio,"When you're in a conversation, how often do you find yourself finishing the sentences of the people you are talking to, before they can finish them themselves?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
difficulty_waiting,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty waiting your turn in situations when turn taking is required?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
interrupt_others,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you interrupt others when they are busy?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
