"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
q3_sleep,questionnaire_mood_disorders_dsm5_adult,,radio,"Question 3","0, I do not need less sleep than usual. | 1, I occasionally need less sleep than usual. | 2, I often need less sleep than usual. | 3, I frequently need less sleep than usual. | 4, I can go all day and all night without any sleep and still not feel tired.",,,,,,"[sleeping_less] >= 2 or [starting_more_projects] >= 2",,,,,,
q4_talk,questionnaire_mood_disorders_dsm5_adult,,radio,"Question 4","0, I do not talk more than usual. | 1, I occasionally talk more than usual. | 2, I often talk more than usual. | 3, I frequently talk more than usual. | 4, I talk constantly and cannot be interrupted.",,,,,,"[sleeping_less] >= 2 or [starting_more_projects] >= 2",,,,,,
q5_active,questionnaire_mood_disorders_dsm5_adult,,radio,"Question 5","0, I have not been more active (either socially, sexually, at work, home, or school) than usual. | 1, I have occasionally been more active than usual. | 2, I have often been more active than usual. | 3, I have frequently been more active than usual. | 4, I am constantly more active or on the go all the time.",,,,,,"[sleeping_less] >= 2 or [starting_more_projects] >= 2",,,,,,
social_phobia_1,questionnaire_mood_disorders_dsm5_adult,"DSM-5 Adult (Social Phobia)

The following questions ask about thoughts, feelings, and behaviors that you may have had about social situations. Usual social situations include: public speaking, speaking in meetings, attending social events or parties, introducing yourself to others, having conversations, giving and receiving compliments, making requests of others, and eating and writing in public.

During the PAST 7 DAYS, I have... ",radio,"felt moments of sudden terror, fear, or fright in social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_2,questionnaire_mood_disorders_dsm5_adult,,radio,"felt anxious, worried, or nervous about social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_3,questionnaire_mood_disorders_dsm5_adult,,radio,"had thoughts of being rejected, humiliated, embarrassed, ridiculed, or offending others","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_4,questionnaire_mood_disorders_dsm5_adult,,radio,"felt a racing heart, sweaty, trouble breathing, faint, or shaky in social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_5,questionnaire_mood_disorders_dsm5_adult,,radio,"felt tense muscles, felt on edge or restless, or had trouble relaxing in social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_6,questionnaire_mood_disorders_dsm5_adult,,radio,"avoided, or did not approach or enter, social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_7,questionnaire_mood_disorders_dsm5_adult,,radio,"left social situations early or participated only minimally (e.g., said little, avoided eye contact)","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_8,questionnaire_mood_disorders_dsm5_adult,,radio,"spent a lot of time preparing what to say or how to act in social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_9,questionnaire_mood_disorders_dsm5_adult,,radio,"distracted myself to avoid thinking about social situations","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
social_phobia_10,questionnaire_mood_disorders_dsm5_adult,,radio,"needed help to cope with social situations (e.g., alcohol or medications, superstitious objects)","0, Never | 1, Occasionally | 2, Half of the time | 3, Most of the time | 4, All of the time",,,,,,"[feeling_nervous] >= 2 or [feeling_panic] >= 2 or [avoiding_situations] >= 2",,,,dsm_5_adult_social_phobia1,,
ptsd_session_id,questionnaire_mood_disorders_ptsd_adult,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
ptsd_started_at,questionnaire_mood_disorders_ptsd_adult,,text,"Questionnaire Started At",,,,,,,,y,,,,," @READONLY"
ptsd_completed_at,questionnaire_mood_disorders_ptsd_adult,,text,"Questionnaire Completed At",,,,,,,,y,,,,," @READONLY"
ptsd_duration,questionnaire_mood_disorders_ptsd_adult,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
traumatic_event,questionnaire_mood_disorders_ptsd_adult,"Severity of Posttraumatic Stress Symptoms - Adult",notes,"Please list the traumatic event that you experienced",,,,,,,,,,,,,
traumatic_event_date,questionnaire_mood_disorders_ptsd_adult,,text,"Date of the traumatic event:",,,date_ymd,,,,,,,,,,
flashbacks,questionnaire_mood_disorders_ptsd_adult,"People sometimes have problems after extremely stressful events or experiences. How much have you been bothered during the PAST SEVEN (7) DAYS by each of the following problems that occurred or became worse after an extremely stressful event/experience?

0=Not at all, 1=A little bit, 2=Moderately, 3=Quite a bit, 4=Extremely""",radio,"Having ""flashbacks"", that is, you suddenly acted or felt as if a stressful experience from the past was happening all over again (for example, you reexperienced parts of a stressful experience by seeing, hearing, smelling, or physically feeling parts of the experience)?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
emotionally_upset,questionnaire_mood_disorders_ptsd_adult,,radio,"Feeling very emotionally upset when something reminded you of a stressful experience?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
avoiding_reminders,questionnaire_mood_disorders_ptsd_adult,,radio,"Trying to avoid thoughts, feelings, or physical sensations that reminded you of a stressful experience?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
thinking_stressful_event,questionnaire_mood_disorders_ptsd_adult,,radio,"Thinking that a stressful event happened because you or someone else (who didn't directly harm you) did something wrong or didn't do everything possible to prevent it, or because of something about you?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
neg_emotional_state,questionnaire_mood_disorders_ptsd_adult,,radio,"Having a very negative emotional state (for example, you were experiencing lots of fear, anger, guilt, shame, or horror) after a stressful experience?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
losing_interest,questionnaire_mood_disorders_ptsd_adult,,radio,"Losing interest in activities you used to enjoy before having a stressful experience?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
super_alert,questionnaire_mood_disorders_ptsd_adult,,radio,"Being ""super alert"", on guard, or constantly on the lookout for danger?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
feeling_jumpy,questionnaire_mood_disorders_ptsd_adult,,radio,"Feeling jumpy or easily startled when you hear an unexpected noise?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
irritable,questionnaire_mood_disorders_ptsd_adult,,radio,"Being extremely irritable or angry to the point where you yelled at other people, got into fights, or destroyed things?","0, 0=Not at all | 1, 1=A little bit | 2, 2=Moderately | 3, 3=Quite a bit | 4, 4=Extremely",,,,,,,y,,,ptsd_adult,,
adhd_session_id,questionnaire_mood_disorders_adhd_adult,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
adhd_started_at,questionnaire_mood_disorders_adhd_adult,,text,"Questionnaire Started At",,,,,,,,y,,,,," @READONLY"
adhd_completed_at,questionnaire_mood_disorders_adhd_adult,,text,"Questionnaire Completed At",,,,,,,,y,,,,," @READONLY"
adhd_duration,questionnaire_mood_disorders_adhd_adult,,text,"Questionnaire Duration (seconds)",,,number,0,,,,,,,,," @READONLY"
wrapping_up,questionnaire_mood_disorders_adhd_adult,"Please answer the questions below, rating yourself on each of the criteria shown using the scale on the right side of the page. As you answer each question, select the box that best describes how you have felt and conducted yourself over the past 6 months.",radio,"How often do you have trouble wrapping up the final details of a project, once the challenging parts have been done?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
things_in_order,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty getting things in order when you have to do a task that requires organization?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
remembering_appt,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have problems remembering appointments or obligations?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
avoidance,questionnaire_mood_disorders_adhd_adult,,radio,"When you have a task that requires a lot of thought, how often do you avoid or delay getting started?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
fidget,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you fidget or squirm with your hands or feet when you have to sit down for a long time?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
overly_active,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you feel overly active and compelled to do things, like you were driven by a motor?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
careless,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you make careless mistakes when you have to work on a boring or difficult project?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
difficulty_attention,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty keeping your attention when you are doing boring or repetitive work?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
difficulty_concentrating,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty concentrating on what people say to you, even when they are speaking to you directly?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
misplace,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you misplace or have difficulty finding things at home or at work?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
distracted,questionnaire_mood_disorders_adhd_adult,,radio,"How often are you distracted by activity or noise around you?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
remain_seated,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you leave your seat in meetings or other situations in which you are expected to remain seated?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
restless,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you feel restless or fidgety?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
difficulty_unwinding,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty unwinding and relaxing when you have time to yourself?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
talking_too_much,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you find yourself talking too much when you are in social situations?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
finish_other_sent,questionnaire_mood_disorders_adhd_adult,,radio,"When you're in a conversation, how often do you find yourself finishing the sentences of the people you are talking to, before they can finish them themselves?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
difficulty_waiting,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you have difficulty waiting your turn in situations when turn taking is required?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
interrupt_others,questionnaire_mood_disorders_adhd_adult,,radio,"How often do you interrupt others when they are busy?","never, Never | rarely, Rarely | sometimes, Sometimes | often, Often | veryOften, Very Often",,,,,,,y,,,adhd_adult,,
dyspnea_index_session_id,questionnaire_respiratory_disorders_dyspnea_index_,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
dyspnea_index_started_at,questionnaire_respiratory_disorders_dyspnea_index_,,text,"Questionnaire Started At",,,,,,,,y,,,,," @READONLY"
dyspnea_index_completed_at,questionnaire_respiratory_disorders_dyspnea_index_,,text,"Questionnaire Completed At",,,,,,,,y,,,,," @READONLY"
dyspnea_index_duration,questionnaire_respiratory_disorders_dyspnea_index_,,text,"Questionnaire Duration (seconds)",,,,,,,,y,,,,," @READONLY"
di_air_in,questionnaire_respiratory_disorders_dyspnea_index_,"Please answer the following questions using a 0-4 rating scale.

0 = Never; 1 = Almost never; 2 = Sometimes; 3 = Almost always; 4 = Always",radio,"I have trouble getting air in.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_tightness_throat,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"I feel tightness in my throat when I am having my breathing problem.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_effort_breathe,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"It takes more effort to breathe than it used to.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_weather_changes,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"Changes in the weather affect my breathing problem.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_breathing_worse_stress,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"My breathing gets worse with stress.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_sound_breathing_in,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"I make sound/noise breathing in.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_strain,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"I have to strain to breathe.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_exercise,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"My shortness of breath gets worse with exercise or physical activity.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_breathing_stresses_me,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"My breathing problem makes me feel stressed.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
di_restrict_personal_social_life,questionnaire_respiratory_disorders_dyspnea_index_,,radio,"My breathing problem causes me to restrict my personal and social life.","never, Never | almostNever, Almost never | sometimes, Sometimes | almostAlways, Almost always | always, Always",,,,,,,y,,,di,,
leicester_cough_session_id,questionnaire_respiratory_disorders_leicester_coug,"Questionnaire - Metadata",text,"Session ID",,,,,,,,y,,,,," @READONLY"
leicester_cough_started_at,questionnaire_respiratory_disorders_leicester_coug,,text,"Questionnaire Started At",,,,,,,,y,,,,," @READONLY"
leicester_cough_completed_at,questionnaire_respiratory_disorders_leicester_coug,,text,"Questionnaire Completed At",,,,,,,,y,,,,," @READONLY"
leicester_cough_duration,questionnaire_respiratory_disorders_leicester_coug,,text,"Questionnaire Duration (seconds)",,,,,,,,y,,,,," @READONLY"
lcq_chest_stomach_pains,questionnaire_respiratory_disorders_leicester_coug,"Please answer the following questions using a 1-7 rating scale.

1 = None of the time; 2 = Hardly any of the time; 3 = A little of the time; 4 = Some of the time; 5 = A good bit of the time; 6 = Most of the time; 7 = All of the time",radio,"In the last 2 weeks, have you had chest or stomach pains as a result of your cough?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_sputum_phlegm,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, have you been bothered by sputum (phlegm) production when you cough?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_tired,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, have you been tired because of your cough?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_embarrassed,questionnaire_respiratory_disorders_leicester_coug,,radio,"How often during the last 2 weeks have you felt embarrassed by your coughing?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_anxious,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, my cough has made me feel anxious.","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_interfere_job,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, my cough has interfered with my job or other daily tasks.","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_interfere_life,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, I felt that my cough interfered with the overall enjoyment of my life.","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_exposure_paint,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, exposure to paint or fumes has made me cough.","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_sleep,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, has your cough disturbed your sleep?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_bout,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, how many times a day have you had a coughing bout?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_frustrated,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, my cough has made me feel frustrated.","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_fed_up,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, my cough has made me feel fed up.","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_hoarse_voice,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, have you suffered from a hoarse voice as a result of your cough?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_serious_illness,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, have you worried that your cough may indicate serious illness?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_other_people,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, have you been concerned that other people think something is wrong with you, because of your cough?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_interrupt_conversation,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, my cough has interrupted conversation or telephone calls.","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_partner,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, I feel that my cough has annoyed my partner, family, or friends.","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_felt_in_control,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, have you felt in control of your cough?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
lcq_energy,questionnaire_respiratory_disorders_leicester_coug,,radio,"In the last 2 weeks, have you had a lot of energy?","noneOfTheTime, None of the time | hardlyAnyOfTheTime, Hardly any of the time | aLittleOfTheTime, A little of the time | someOfTheTime, Some of the time | aGoodBitOfTheTime, A good bit of the time | mostOfTheTime, Most of the time | allOfTheTime, All of the time",,,,,,,y,,,leicester_cough,,
winograd_session_id,questionnaire_neurological_and_neurogenerative_dis,"Questionnaire - Metadata",text,"Session ID",,,,,,,,,,,,," @READONLY"
winograd_started_at,questionnaire_neurological_and_neurogenerative_dis,,text,"Questionnaire Started At",,,,,,,,,,,,," @READONLY"
winograd_completed_at,questionnaire_neurological_and_neurogenerative_dis,,text,"Questionnaire Completed At",,,,,,,,,,,,," @READONLY"
winograd_duration,questionnaire_neurological_and_neurogenerative_dis,,text,"Questionnaire Duration (seconds)",,,,,,,,,,,,," @READONLY"
winograd_score,questionnaire_neurological_and_neurogenerative_dis,"Winograd Schema Scoring",text,"Winograd Schema Score",,,,,,,,,,,,," @READONLY"
winograd_number_questions,questionnaire_neurological_and_neurogenerative_dis,,text,"Number of questions asked",,,,,,,,,,,,," @READONLY"
winograd_questions_asked,questionnaire_neurological_and_neurogenerative_dis,,text,"Questions asked
(Comma separated)",,,,,,,,,,,,," @READONLY"
winograd_q_1,questionnaire_neurological_and_neurogenerative_dis,"Winograd Questionnaire",radio,"1. The city councilmen refused the demonstrators a permit because they feared violence. Who feared violence?","correct, The city councilmen | incorrect, The demonstrators",,,,,,,,LV,,,,
winograd_q_2,questionnaire_neurological_and_neurogenerative_dis,,radio,"2. The city councilmen refused the demonstrators a permit because they advocated violence. Who advocated violence?","incorrect, The city councilmen | correct, The demonstrators",,,,,,,,LV,,,,
winograd_q_3,questionnaire_neurological_and_neurogenerative_dis,,radio,"3. The trophy doesn't fit into the brown suitcase because it's too small. What is too small?","correct, The suitcase | incorrect, The trophy",,,,,,,,LV,,,,
winograd_q_4,questionnaire_neurological_and_neurogenerative_dis,,radio,"4. The trophy doesn't fit into the brown suitcase because it's too large. What is too large?","incorrect, The suitcase | correct, The trophy",,,,,,,,LV,,,,
winograd_q_5,questionnaire_neurological_and_neurogenerative_dis,,radio,"5. Joan made sure to thank Susan for all the help she had given. Who had given help?","correct, Susan | incorrect, Joan",,,,,,,,LV,,,,
winograd_q_6,questionnaire_neurological_and_neurogenerative_dis,,radio,"6. Joan made sure to thank Susan for all the help she had received. Who had received help?","incorrect, Susan | correct, Joan",,,,,,,,LV,,,,
winograd_q_7,questionnaire_neurological_and_neurogenerative_dis,,radio,"7. Paul tried to call George on the phone, but he wasn't successful. Who was not successful?","correct, Paul | incorrect, George",,,,,,,,LV,,,,
winograd_q_8,questionnaire_neurological_and_neurogenerative_dis,,radio,"8. Paul tried to call George on the phone, but he wasn't available. Who was not available?","incorrect, Paul | correct, George",,,,,,,,LV,,,,
winograd_q_9,questionnaire_neurological_and_neurogenerative_dis,,radio,"9. The lawyer asked the witness a question, but he was reluctant to answer it. Who was reluctant to answer the question?","correct, The witness | incorrect, The lawyer",,,,,,,,LV,,,,
winograd_q_10,questionnaire_neurological_and_neurogenerative_dis,,radio,"10. The lawyer asked the witness a question, but he was reluctant to repeat it. Who was reluctant to repeat the question?","incorrect, The witness | correct, The lawyer",,,,,,,,LV,,,,
